,state,city,isThereAuth,count
1899,WI,Monona,True,48
1900,OH,Bratenahl,False,48
1901,,Rosemère,False,48
1902,,Monona,True,48
1903,QC,Rosemère,False,48
1904,,Mont-Saint-Hilaire,False,48
1905,,Avon Lake,True,48
1906,,Bratenahl,,48
1907,OH,Avon Lake,True,48
1908,,Russellton,False,48
1909,,Bratenahl,False,48
1910,QC,Mont-Saint-Hilaire,False,48
1911,,Elizabeth Township,,47
1912,OH,Mantua,,47
1913,,Elizabeth Township,False,47
1914,,Mantua,False,47
1915,PA,Coraopolis,True,47
1916,PA,Elizabeth Township,False,47
1917,PA,Elizabeth Township,,47
1918,OH,Mantua,False,47
1919,QC,Sainte-Adèle,,47
1920,,Mantua,,47
1921,,Coraopolis,True,47
1922,,Warrensville Hts.,,46
1923,,GOODYEAR,,46
1924,AZ,GOODYEAR,False,46
1925,,GOODYEAR,False,46
1926,OH,Warrensville Hts.,,46
1927,PA,Wexford,True,46
1928,AZ,GOODYEAR,,46
1929,,Stow,True,46
1930,,Wexford,True,46
1931,OH,Stow,True,46
1932,,Sainte-Anne-De-Bellevue,False,45
1933,,St Joseph,False,45
1934,,St Joseph,,45
1935,IL,St Joseph,False,45
1936,,Warrensville Hts.,False,45
1937,,Sainte-Anne-De-Bellevue,,45
1938,QC,Sainte-Anne-De-Bellevue,False,45
1939,IL,St Joseph,,45
1940,OH,Warrensville Hts.,False,45
1941,QC,Sainte-Anne-De-Bellevue,,45
1942,QC,Sainte-Adèle,False,44
1943,,Richmond Heights,True,44
1944,,Venetia,,44
1945,PA,Venetia,,44
1946,OH,Richmond Heights,True,44
1947,,Cecil,True,44
1948,PA,Cecil,True,44
1949,,Independence,True,43
1950,ON,Milton,False,43
1951,,Milton,False,43
1952,,Milton,,43
1953,ON,Milton,,43
1954,OH,Bath,,43
1955,OH,Independence,True,43
1956,,Venetia,False,43
1957,PA,Venetia,False,43
1958,,Bath,,43
1959,,Delson,,42
1960,NV,Las  Vegas,True,42
1961,QC,Delson,,42
1962,OH,Bath,False,42
1963,,Las  Vegas,True,42
1964,,Bath,False,42
1965,,Delson,False,41
1966,ON,King,False,41
1967,QC,Delson,False,41
1968,,El Mirage,True,41
1969,ON,Waterloo,,41
1970,,Sun Prairie,True,41
1971,WI,Sun Prairie,True,41
1972,,King,,41
1973,OH,Sheffield Lake,False,41
1974,ON,Schomberg,,41
1975,ON,Schomberg,False,41
1976,,Sheffield Lake,False,41
1977,QC,Chateauguay,,41
1978,ON,Waterloo,False,41
1979,,Chateauguay,False,41
1980,IL,Tuscola,,41
1981,OH,Sheffield Lake,,41
1982,,Tuscola,,41
1983,,Waterloo,,41
1984,AZ,El Mirage,True,41
1985,,Chateauguay,,41
1986,,Sheffield Lake,,41
1987,,Schomberg,,41
1988,QC,Chateauguay,False,41
1989,,King,False,41
1990,,Waterloo,False,41
1991,,Schomberg,False,41
1992,ON,King,,41
1993,PA,Swissvale,False,40
1994,,Tolleson,True,40
1995,,Swissvale,,40
1996,AZ,Tolleson,True,40
1997,PA,Harmarville,,40
1998,,Swissvale,False,40
1999,PA,Swissvale,,40
2000,,Harmarville,,40
2001,PA,Export,,39
2002,PA,Dravosburg,,39
2003,QC,Dollard-Des Ormeaux,False,39
2004,QC,Rigaud,,39
2005,,Rigaud,,39
2006,,Brookline,,39
2007,PA,Harmarville,False,39
2008,PA,Export,False,39
2009,QC,Dollard-Des Ormeaux,,39
2010,,Rosemere,,39
2011,,Dollard-Des Ormeaux,,39
2012,,Saint-Hyacinthe,False,39
2013,,Export,False,39
2014,QC,Saint-Hyacinthe,,39
2015,,Saint-Hyacinthe,,39
2016,,Dravosburg,,39
2017,QC,Saint-Hyacinthe,False,39
2018,,Export,,39
2019,,Dravosburg,False,39
2020,,Dollard-Des Ormeaux,False,39
2021,,Harmarville,False,39
2022,QC,Rosemere,,39
2023,PA,Dravosburg,False,39
2024,PA,Brookline,,39
2025,OH,Broadview Heights,True,38
2026,,Brookline,False,38
2027,,Lowesville,False,38
2028,NC,Ranlo,,38
2029,,Indian land,False,38
2030,,Broadview Heights,True,38
2031,NC,Lowesville,,38
2032,,Ranlo,,38
2033,NC,Lowesville,False,38
2034,,Indian land,,38
2035,,Lowesville,,38
2036,PA,Brookline,False,38
2037,,Medina,True,37
2038,OH,Chagrin Falls,True,37
2039,,Brooklyn,True,37
2040,AZ,Carefree,True,37
2041,PA,Blawnox,,37
2042,AB,Midnapore,,37
2043,,Uxbridge,,37
2044,,Blawnox,,37
2045,ON,Uxbridge,,37
2046,,Chagrin Falls,True,37
2047,,Rigaud,False,37
2048,QC,Rigaud,False,37
2049,QC,LaSalle,,37
2050,,Midnapore,,37
2051,,LaSalle,,37
2052,,Carefree,True,37
2053,OH,Medina,True,37
2054,,Uxbridge,False,36
2055,ON,East Ajax,,36
2056,AB,Midnapore,False,36
2057,NC,Ranlo,False,36
2058,IL,Tuscola,False,36
2059,,Blawnox,False,36
2060,QC,Rosemere,False,36
2061,,Ranlo,False,36
2062,PA,Blawnox,False,36
2063,,Rosemere,False,36
2064,ON,East Ajax,False,36
2065,,East Ajax,False,36
2066,OH,Brooklyn,True,36
2067,,Midnapore,False,36
2068,,Tuscola,False,36
2069,,East Ajax,,36
2070,ON,Uxbridge,False,36
2071,NV,NELLIS AFB,,35
2072,NV,NELLIS AFB,False,35
2073,QC,LaSalle,False,35
2074,QC,La Salle,,35
2075,OH,Aurora,True,35
2076,OH,Ravenna,,35
2077,,LaSalle,False,35
2078,,NELLIS AFB,,35
2079,,NELLIS AFB,False,35
2080,,La Salle,,35
2081,,Ravenna,,35
2082,,Glassport,,34
2083,,Homestead,True,34
2084,QC,St-Jerome,,34
2085,,Lagrange,,34
2086,OH,Sagamore Hills,,34
2087,AZ,Anthem,True,34
2088,,St-Jerome,,34
2089,PA,Glassport,False,34
2090,,Glassport,False,34
2091,OH,Lagrange,False,34
2092,OH,East Cleveland,,34
2093,,La Salle,False,34
2094,,Lagrange,False,34
2095,,East Cleveland,,34
2096,PA,Homestead,True,34
2097,QC,La Salle,False,34
2098,,Anthem,True,34
2099,OH,Lagrange,,34
2100,PA,Glassport,,34
2101,,Sagamore Hills,,34
2102,,Shorewood Hills,,33
2103,QC,St-Jerome,False,33
2104,,East Cleveland,False,33
2105,,Mount Albert,False,33
2106,OH,Ravenna,False,33
2107,NC,Waxhaw,True,33
2108,WI,Shorewood Hills,,33
2109,,Waxhaw,True,33
2110,,Willoughby,True,33
2111,,Sagamore Hills,False,33
2112,WI,Shorewood Hills,False,33
2113,OH,East Cleveland,False,33
2114,OH,Willoughby,True,33
2115,ON,Mount Albert,False,33
2116,OH,Sagamore Hills,False,33
2117,,St-Jerome,False,33
2118,ON,Mount Albert,,33
2119,QC,Saint-Henri,,33
2120,,Ravenna,False,33
2121,,Saint-Henri,,33
2122,,Verona,True,33
2123,,Mount Albert,,33
2124,,Shorewood Hills,False,33
2125,QC,Lachute,,32
2126,,North Toronto,,32
2127,,Montréal-Nord,,32
2128,OH,Macedonia,True,32
2129,,Herminie,False,32
2130,PA,Herminie,False,32
2131,PA,New Eagle,,32
2132,PA,New Eagle,False,32
2133,PA,Herminie,,32
2134,QC,Saint-Henri,False,32
2135,ON,North Toronto,False,32
2136,,New Eagle,,32
2137,,Herminie,,32
2138,ON,North Toronto,,32
2139,,Saint-Henri,False,32
2140,,Lachute,,32
2141,,Lachute,False,32
2142,QC,Lachute,False,32
2143,,Macedonia,True,32
2144,,New Eagle,False,32
2145,QC,Sainte-Adele,,32
2146,,North Toronto,False,32
2147,,Sainte-Adele,,32
2148,QC,Montréal-Nord,,32
2149,QC,Montréal-Nord,False,31
2150,IL,Ogden,False,31
2151,,Airdrie,True,31
2152,IL,Ogden,,31
2153,AZ,Waddell,,31
2154,,Ogden,,31
2155,QC,Montreal-West,,31
2156,,Waddell,False,31
2157,,Beeton,,31
2158,,Ogden,False,31
2159,,Montreal-West,,31
2160,ON,Beeton,,31
2161,,Waddell,,31
2162,AZ,Waddell,False,31
2163,,Montreal-West,False,31
2164,QC,Montreal-West,False,31
2165,,Montréal-Nord,False,31
2166,AB,Airdrie,True,31
2167,OH,Twinsburg,True,30
2168,QC,L'ile-Perrot,False,30
2169,PA,McCandless,False,30
2170,QC,Beloeil,,30
2171,QC,Beloeil,False,30
2172,,McCandless,,30
2173,,Mayfield Heights,True,30
2174,,Twinsburg,True,30
2175,OH,Mayfield Heights,True,30
2176,,McCandless,False,30
2177,,L'ile-Perrot,False,30
2178,,Beloeil,False,30
2179,PA,McCandless,,30
2180,,L'ile-Perrot,,30
2181,QC,L'ile-Perrot,,30
2182,,Beloeil,,30
2183,AZ,Guadalupe,True,29
2184,AB,Balzac,False,29
2185,,Beeton,False,29
2186,,Balzac,False,29
2187,,Auburn Township,False,29
2188,,Brunswick Hills,,29
2189,OH,Auburn Township,,29
2190,,Balzac,,29
2191,OH,Highland Heights,True,29
2192,,Mascouche,,29
2193,,Brunswick Hills,False,29
2194,AB,Balzac,,29
2195,QC,Dollard-des-Ormeaux,True,29
2196,,Highland Heights,True,29
2197,,Guadalupe,True,29
2198,ON,Beeton,False,29
2199,OH,Brunswick Hills,,29
2200,QC,Mascouche,,29
2201,,Dollard-des-Ormeaux,True,29
2202,PA,Bethel Park,True,29
2203,QC,Sainte-Adele,False,29
2204,,Bethel Park,True,29
2205,OH,Brunswick Hills,False,29
2206,,Auburn Township,,29
2207,OH,Auburn Township,False,29
2208,,Sainte-Adele,False,29
2209,,Shaker Heights,True,27
2210,OH,Bainbridge Township,False,27
2211,,Mascouche,False,27
2212,OH,Cleveland Hghts.,,27
2213,PA,Mcmurray,False,27
2214,AZ,cave creek,False,27
2215,PA,Elrama,False,27
2216,PA,Mcknight,False,27
2217,,Shaler Township,,27
2218,,Elrama,False,27
2219,,Mcknight,,27
2220,,Mcmurray,False,27
2221,,Cleveland Hghts.,,27
2222,,cave creek,,27
2223,,Elrama,,27
2224,OH,Cleveland Hghts.,False,27
2225,PA,Shaler Township,,27
2226,OH,Bainbridge Township,,27
2227,,Bainbridge Township,,27
2228,QC,Saint-Constant,,27
2229,OH,Shaker Heights,True,27
2230,PA,Elrama,,27
2231,,Mcmurray,,27
2232,,cave creek,False,27
2233,,Saint-Constant,False,27
2234,AZ,cave creek,,27
2235,PA,Mcknight,,27
2236,,Cleveland Hghts.,False,27
2237,,Bainbridge Township,False,27
2238,,Saint-Constant,,27
2239,QC,Mascouche,False,27
2240,,Mcknight,False,27
2241,QC,Saint-Constant,False,27
2242,PA,Mcmurray,,27
2243,PA,Carnegie,True,26
2244,ON,Goodwood,False,26
2245,OH,Fairlawn,True,26
2246,,Rio Verde,False,26
2247,PA,Mount Washington,,26
2248,PA,Shaler Township,False,26
2249,,Mount Washington,False,26
2250,ON,Goodwood,,26
2251,,Rio Verde,,26
2252,,Brunswick,True,26
2253,,Goodwood,,26
2254,,Black Earth,False,26
2255,,Goodwood,False,26
2256,,Carnegie,True,26
2257,AZ,Rio Verde,False,26
2258,,Shaler Township,False,26
2259,WI,Black Earth,,26
2260,,Black Earth,,26
2261,OH,Brunswick,True,26
2262,WI,Black Earth,False,26
2263,,Mount Washington,,26
2264,,Fairlawn,True,26
2265,PA,Mount Washington,False,26
2266,AZ,Rio Verde,,26
2267,,Wickliffe,True,25
2268,ON,Scarobrough,,25
2269,,Scarobrough,,25
2270,,Central,,25
2271,ON,Scarobrough,False,25
2272,AZ,Central,,25
2273,,Scarobrough,False,25
2274,OH,Wickliffe,True,25
2275,AZ,Central,False,25
2276,,Central,False,25
2277,OH,North Royalton,True,24
2278,,Kahnawake,,24
2279,,Kannapolis,True,24
2280,,Streetsboro,True,24
2281,OH,Streetsboro,True,24
2282,OH,Northfield,True,24
2283,OH,Elyria,True,24
2284,,North Royalton,True,24
2285,,Elyria,True,24
2286,QC,Kahnawake,,24
2287,QC,Mont-Saint-Grégoire,,24
2288,NC,Davidson,True,24
2289,AZ,SCOTTSDALE,,24
2290,PA,Shadyside,,24
2291,SC,Indian Land,True,24
2292,,Mont-Saint-Grégoire,,24
2293,,SCOTTSDALE,False,24
2294,AZ,SCOTTSDALE,False,24
2295,QC,Kahnawake,False,24
2296,,Davidson,True,24
2297,NC,Kannapolis,True,24
2298,SC,York,False,24
2299,,Northfield,True,24
2300,,St-Leonard,,24
2301,,SCOTTSDALE,,24
2302,QC,St-Leonard,,24
2303,,Kahnawake,False,24
2304,,Shadyside,,24
2305,,Indian Land,True,24
2306,SC,York,,24
2307,,Mc Donald,False,23
2308,OH,Oakwood,,23
2309,AB,Northwest Calgary,False,23
2310,,Mc Donald,,23
2311,PA,Bellvue,False,23
2312,,Oakwood,False,23
2313,,Shadyside,False,23
2314,PA,Shadyside,False,23
2315,,Monroe,True,23
2316,,Oakwood,,23
2317,,St-Leonard,False,23
2318,,Bellvue,False,23
2319,,Mont-Saint-Grégoire,False,23
2320,,Northwest Calgary,,23
2321,,Bellvue,,23
2322,QC,Mont-Saint-Grégoire,False,23
2323,NC,Indian land,,23
2324,PA,Mc Donald,False,23
2325,AB,Northwest Calgary,,23
2326,,Northwest Calgary,False,23
2327,NC,Indian land,False,23
2328,PA,Mc Donald,,23
2329,NC,Monroe,True,23
2330,OH,Oakwood,False,23
2331,QC,St-Leonard,False,23
2332,PA,Bellvue,,23
2333,NY,Champlain,,22
2334,ON,Bradford,True,22
2335,,North Ridgeville,True,22
2336,NY,Champlain,False,22
2337,OH,North Ridgeville,True,22
2338,,Champlain,,22
2339,ON,Thornhil,,22
2340,,Thornhil,,22
2341,,Bradford,True,22
2342,,Saint-Jerome,False,22
2343,PA,Rostraver,False,22
2344,QC,L'Île-Bizard,False,22
2345,PA,Murrysville,True,22
2346,,Phx,,22
2347,QC,Saint-Jerome,,22
2348,,L'Île-Bizard,,22
2349,ON,Clarkson,,22
2350,,Saint-Jerome,,22
2351,,Murrysville,True,22
2352,,Champlain,False,22
2353,,Bridgeville,True,22
2354,,L'Île-Bizard,False,22
2355,PA,Rostraver,,22
2356,AZ,Phx,,22
2357,QC,Saint-Jerome,False,22
2358,,Clarkson,,22
2359,,Rostraver,,22
2360,QC,L'Île-Bizard,,22
2361,PA,Bridgeville,True,22
2362,,Rostraver,False,22
2363,OH,South Euclid,True,21
2364,,Clarkson,False,21
2365,OH,Chesterland,True,21
2366,ON,Willowdale,,21
2367,WI,Brooklyn,,21
2368,ON,Clarkson,False,21
2369,,Chesterland,True,21
2370,,New Kensington,True,21
2371,NV,LAS VEGAS,,21
2372,,Kennedy Township,,21
2373,AZ,Phx,False,21
2374,,Ste-Rose,,21
2375,ON,Thornhil,False,21
2376,QC,Ste-Rose,,21
2377,,Willowdale,,21
2378,SC,Tega Cay,True,21
2379,,Phx,False,21
2380,,LAS VEGAS,,21
2381,PA,Kennedy Township,,21
2382,,Thornhil,False,21
2383,,Tega Cay,True,21
2384,PA,Verona,True,21
2385,PA,New Kensington,True,21
2386,QC,Ste-Rose,False,21
2387,NV,LAS VEGAS,False,21
2388,,Willowdale,False,21
2389,,LAS VEGAS,False,21
2390,,Ste-Rose,False,21
2391,,South Euclid,True,21
2392,ON,Willowdale,False,21
2393,QC,Estérel,,20
2394,OH,Parma Heights,True,20
2395,,Estérel,False,20
2396,,East Pittsburgh,,20
2397,,Kennedy Township,False,20
2398,WI,Brooklyn,False,20
2399,,East Mc Keesport,,20
2400,QC,Estérel,False,20
2401,PA,East Mc Keesport,False,20
2402,,East Mc Keesport,False,20
2403,,Dane,False,20
2404,,Estérel,,20
2405,PA,East Mc Keesport,,20
2406,WI,Dane,False,20
2407,PA,East Pittsburgh,,20
2408,,Parma Heights,True,20
2409,WI,Dane,,20
2410,,Dane,,20
2411,PA,Kennedy Township,False,20
2412,QC,Saint-Bruno-de-Montarville,False,19
2413,,Saint-Bruno-de-Montarville,,19
2414,,Saint-Bruno-de-Montarville,False,19
2415,AZ,Buckeye,True,19
2416,,Repentigny,,19
2417,,Buckeye,True,19
2418,QC,Repentigny,False,19
2419,,Repentigny,False,19
2420,PA,Allentown,,19
2421,QC,Saint-Bruno-de-Montarville,,19
2422,QC,Repentigny,,19
2423,,Stallings,True,19
2424,,Allentown,,19
2425,NC,Stallings,True,19
2426,QC,St-Bruno-de-Montarville,,18
2427,OH,Seven Hills,True,18
2428,,Pheonix,False,18
2429,,North Huntington,,18
2430,PA,Allentown,False,18
2431,,Allentown,False,18
2432,OH,Troy Township,,18
2433,NC,Belmont,True,18
2434,,Belmont,True,18
2435,,Pheonix,,18
2436,,Bellevue,True,18
2437,PA,North Huntington,False,18
2438,,North Huntington,False,18
2439,ON,Whiitby,False,18
2440,,Seven Hills,True,18
2441,PA,Moon TWP,False,18
2442,PA,Moon TWP,,18
2443,,Whiitby,False,18
2444,PA,North Huntington,,18
2445,,Troy Township,,18
2446,,Moon TWP,False,18
2447,QC,St-Bruno-de-Montarville,False,18
2448,OH,Troy Township,False,18
2449,PA,Bellevue,True,18
2450,,Troy Township,False,18
2451,AZ,Pheonix,,18
2452,,Oshawa,,18
2453,,St-Bruno-de-Montarville,False,18
2454,ON,Oshawa,False,18
2455,,Moon TWP,,18
2456,ON,Oshawa,,18
2457,,Oshawa,False,18
2458,,St-Bruno-de-Montarville,,18
2459,ON,Whiitby,,18
2460,,Whiitby,,18
2461,AZ,Pheonix,False,18
2462,,Sainte-Genevieve,False,17
2463,,Glen Williams,,17
2464,,Erie,False,17
2465,IL,Homer,,17
2466,,Mt Holly,,17
2467,PA,Hendersonville,False,17
2468,OH,Erie,,17
2469,NC,Mt Holly,False,17
2470,ON,Glen Williams,,17
2471,,Homer,False,17
2472,OH,Bedford,True,17
2473,PA,Lawrence,False,17
2474,IL,Homer,False,17
2475,,Pointe-Claire,True,17
2476,PA,Lawrence,,17
2477,,Erie,,17
2478,,Hendersonville,,17
2479,,Lawrence,False,17
2480,,Mt Holly,False,17
2481,QC,Sainte-Genevieve,False,17
2482,QC,Sainte-Genevieve,,17
2483,,Sainte-Genevieve,,17
2484,,Bedford,True,17
2485,PA,East Pittsburgh,False,17
2486,OH,Erie,False,17
2487,,Lawrence,,17
2488,,East Pittsburgh,False,17
2489,PA,Hendersonville,,17
2490,,Hendersonville,False,17
2491,,Homer,,17
2492,NC,Mt Holly,,17
2493,QC,Pointe-Claire,True,17
2494,,Regional Municipality of York,,16
2495,QC,Pierrefonds,True,16
2496,,Neville Island,False,16
2497,,Caledon East,,16
2498,OH,Litchfield,False,16
2499,ON,Regional Municipality of York,,16
2500,,Pierrefonds,True,16
2501,PA,Rural Ridge,,16
2502,,Rural Ridge,False,16
2503,PA,Rural Ridge,False,16
2504,,Communauté-Urbaine-de-Montréal,,16
2505,QC,St Leonard,,16
2506,PA,Neville Island,False,16
2507,OH,Litchfield,,16
2508,,St Leonard,,16
2509,,McKees Rocks,True,16
2510,PA,Cuddy,,16
2511,AZ,Mesa AZ,False,16
2512,PA,Cuddy,False,16
2513,ON,Caledon East,False,16
2514,PA,Belle Vernon,False,16
2515,PA,Belle Vernon,,16
2516,OH,Chargrin Falls,False,16
2517,OH,kirtland,,16
2518,,Litchfield,False,16
2519,,Litchfield,,16
2520,ON,Regional Municipality of York,False,16
2521,,Neville Island,,16
2522,QC,Outremont,True,16
2523,PA,Neville Island,,16
2524,,Communauté-Urbaine-de-Montréal,False,16
2525,,Chargrin Falls,,16
2526,OH,Brook Park,True,16
2527,,Belle Vernon,False,16
2528,,Rural Ridge,,16
2529,PA,McKees Rocks,True,16
2530,,Caledon East,False,16
2531,,Brook Park,True,16
2532,,Cuddy,False,16
2533,,Belle Vernon,,16
2534,,Outremont,True,16
2535,PA,Squirrel Hill,,16
2536,,Regional Municipality of York,False,16
2537,,Chargrin Falls,False,16
2538,QC,Communauté-Urbaine-de-Montréal,,16
2539,AZ,Mesa AZ,,16
2540,ON,Glen Williams,False,16
2541,,Mesa AZ,,16
2542,QC,Communauté-Urbaine-de-Montréal,False,16
2543,,Squirrel Hill,,16
2544,,Cuddy,,16
2545,OH,Chargrin Falls,,16
2546,ON,Caledon East,,16
2547,,Mesa AZ,False,16
2548,,kirtland,,16
2549,,Glen Williams,False,16
2550,,St Leonard,False,15
2551,QC,Saint-Bruno,,15
2552,ON,Stouffville,True,15
2553,,Joliette,False,15
2554,SC,Indian land,,15
2555,NC,Mint Hill,True,15
2556,QC,Pointe-Aux-Trembles,,15
2557,QC,Saint-Marc-sur-Richelieu,,15
2558,,Saint-Bruno,False,15
2559,,Lachine,True,15
2560,AZ,Fort Mcdowell,,15
2561,,Saint-Marc-sur-Richelieu,False,15
2562,OH,Eastlake,True,15
2563,,North Randall,True,15
2564,,Olmsted Falls,True,15
2565,OH,Lorain,True,15
2566,,Tottenham,,15
2567,ON,Tottenham,False,15
2568,WI,Deforest,False,15
2569,,Stoughton,True,15
2570,,Tottenham,False,15
2571,,Saint-Marc-sur-Richelieu,,15
2572,,Mint Hill,True,15
2573,ON,Tottenham,,15
2574,,Stouffville,True,15
2575,SC,Indian land,False,15
2576,AZ,Fort Mcdowell,False,15
2577,OH,Olmsted Falls,True,15
2578,,Squirrel Hill,False,15
2579,,Fort Mcdowell,False,15
2580,WI,Stoughton,True,15
2581,,Saint Laurent,,15
2582,,Lorain,True,15
2583,OH,North Randall,True,15
2584,QC,Lachine,True,15
2585,,Fort Mcdowell,,15
2586,WI,Deforest,,15
2587,QC,Saint-Bruno,False,15
2588,,Pointe-Aux-Trembles,,15
2589,,Deforest,False,15
2590,QC,Joliette,,15
2591,,Saint-Bruno,,15
2592,,Central City Village,,15
2593,AZ,Central City Village,,15
2594,AZ,Central City Village,False,15
2595,QC,Saint-Marc-sur-Richelieu,False,15
2596,,West Mifflin,True,15
2597,PA,West Mifflin,True,15
2598,PA,Squirrel Hill,False,15
2599,QC,Joliette,False,15
2600,QC,Saint Laurent,,15
2601,,Eastlake,True,15
2602,,Joliette,,15
2603,,Deforest,,15
2604,,Central City Village,False,15
2605,QC,St Leonard,False,15
2606,ON,River Drive Park,False,14
2607,PA,North Strabane Township,,14
2608,,Thorncliffe Park,False,14
2609,,kirtland,False,14
2610,ON,Thorncliffe Park,,14
2611,IL,Philo,False,14
2612,,Philo,,14
2613,QC,Mirabel,,14
2614,,Pointe-Aux-Trembles,False,14
2615,,Northfield Center,,14
2616,,Mirabel,,14
2617,,Hyland Heights,False,14
2618,,River Drive Park,,14
2619,QC,Sainte-Catherine,False,14
2620,ON,Etobiicoke,False,14
2621,IL,Philo,,14
2622,,Philo,False,14
2623,,Hyland Heights,,14
2624,PA,North Strabane Township,False,14
2625,OH,Hyland Heights,False,14
2626,,Sainte-Catherine,False,14
2627,NM,,,14
2628,,Green Valley,False,14
2629,OH,Hyland Heights,,14
2630,NV,Green Valley,,14
2631,,Sainte-Catherine,,14
2632,,Westport,,14
2633,OH,kirtland,False,14
2634,NC,Westport,,14
2635,,Etobiicoke,False,14
2636,PA,Robinson,True,14
2637,QC,Sainte-Catherine,,14
2638,NM,Las Vegas,,14
2639,,North Strabane Township,,14
2640,,Etobiicoke,,14
2641,OH,Northfield Center,,14
2642,ON,Thorncliffe Park,False,14
2643,ON,Etobiicoke,,14
2644,,Thorncliffe Park,,14
2645,,Robinson,True,14
2646,,River Drive Park,False,14
2647,ON,River Drive Park,,14
2648,,Green Valley,,14
2649,NV,Green Valley,False,14
2650,QC,Pointe-Aux-Trembles,False,14
2651,,North Strabane Township,False,14
2652,ON,TORONTO,False,13
2653,,Ville Mont-Royal,,13
2654,QC,Salaberry-De-Valleyfield,False,13
2655,,TORONTO,False,13
2656,PA,Duquesne,False,13
2657,,Saint Laurent,False,13
2658,ON,TORONTO,,13
2659,,Mirabel,False,13
2660,WI,Oregon,True,13
2661,,Westport,False,13
2662,,Duquesne,False,13
2663,,TORONTO,,13
2664,,Tallmadge,True,13
2665,,Oregon,True,13
2666,,South Amherst,False,13
2667,OH,South Amherst,,13
2668,NM,Las Vegas,False,13
2669,AZ,mesa,,13
2670,,Salaberry-De-Valleyfield,False,13
2671,NC,Westport,False,13
2672,WI,Marshall,,13
2673,,Marshall,False,13
2674,QC,Saint Laurent,False,13
2675,,Gifford,False,13
2676,,mesa,False,13
2677,,mesa,,13
2678,,Salaberry-De-Valleyfield,,13
2679,,South Amherst,,13
2680,OH,South Amherst,False,13
2681,QC,Ville Mont-Royal,False,13
2682,IL,Gifford,,13
2683,QC,Mirabel,False,13
2684,,Ville Mont-Royal,False,13
2685,NC,Mooresville,True,13
2686,QC,Ville Mont-Royal,,13
2687,IL,Gifford,False,13
2688,,Mooresville,True,13
2689,OH,Tallmadge,True,13
2690,AZ,mesa,False,13
2691,,Indianola,,13
2692,,Duquesne,,13
2693,QC,Salaberry-De-Valleyfield,,13
2694,NM,,False,13
2695,WI,Marshall,False,13
2696,PA,Indianola,,13
2697,PA,Duquesne,,13
2698,,Gifford,,13
2699,,Marshall,,13
2700,PA,Gibsonia,True,12
2701,,Schottsdale,False,12
2702,NC,Montgomery,False,12
2703,,Montgomery,,12
2704,ON,Inglewood,False,12
2705,,Allison Park,True,12
2706,,Northfield Center,False,12
2707,PA,Indianola,False,12
2708,OH,Northfield Center,False,12
2709,,Indianola,False,12
2710,ON,Inglewood,,12
2711,,Fabreville,,12
2712,,Whitchurch-Stouffville,True,12
2713,,Creighton,False,12
2714,PA,Glenshaw,True,12
2715,PA,Allison Park,True,12
2716,NC,Montgomery,,12
2717,PA,Creighton,,12
2718,QC,Fabreville,False,12
2719,,Fabreville,False,12
2720,,Middlefield,True,12
2721,NV,Pahrump,False,12
2722,,Schottsdale,,12
2723,QC,Morin-Heights,,12
2724,QC,Fabreville,,12
2725,,Morin-Heights,False,12
2726,AZ,Schottsdale,,12
2727,,Pahrump,False,12
2728,,Amherst,True,12
2729,AZ,Schottsdale,False,12
2730,PA,Creighton,False,12
2731,,Gibsonia,True,12
2732,WI,Verona,True,12
2733,ON,Whitchurch-Stouffville,True,12
2734,,Inglewood,False,12
2735,,Montgomery,False,12
2736,QC,Morin-Heights,False,12
2737,OH,Middlefield,True,12
2738,,Inglewood,,12
2739,,Morin-Heights,,12
2740,,Pahrump,,12
2741,,Glenshaw,True,12
2742,OH,Amherst,True,12
2743,NV,Pahrump,,12
2744,,Creighton,,12
2745,,Candiac,False,11
2746,AB,Rocky View No. 44,,11
2747,OH,Pepper Pike,True,11
2748,,Leetsdale,True,11
2749,AZ,Pheonix AZ,False,11
2750,OH,Willowick,True,11
2751,,Pheonix AZ,,11
2752,,McDonald,,11
2753,OH,Euclid,True,11
2754,ON,Maple,True,11
2755,OH,Mentor On the Lake,,11
2756,,Euclid,True,11
2757,AZ,Central City,,11
2758,,Pepper Pike,True,11
2759,,Candiac,,11
2760,PA,Leetsdale,True,11
2761,QC,Pincourt,,11
2762,,Pheonix AZ,False,11
2763,PA,West Homestead,True,11
2764,PA,McDonald,,11
2765,PA,East McKeesport,False,11
2766,,Mentor On the Lake,,11
2767,,Rocky View No. 44,,11
2768,AZ,Pheonix AZ,,11
2769,,Maple,True,11
2770,PA,McDonald,False,11
2771,,Mississuaga,,11
2772,,Spring Valley,True,11
2773,,East McKeesport,False,11
2774,,Pincourt,False,11
2775,QC,Candiac,False,11
2776,,Pincourt,,11
2777,,Mentor On the Lake,False,11
2778,QC,Candiac,,11
2779,QC,Pincourt,False,11
2780,NV,Spring Valley,True,11
2781,ON,Mississuaga,,11
2782,,Québec,,11
2783,,Central City,False,11
2784,QC,Québec,,11
2785,,West Homestead,True,11
2786,QC,Québec,False,11
2787,,Willowick,True,11
2788,ON,Mississuaga,False,11
2789,,Central City,,11
2790,OH,Mentor On the Lake,False,11
2791,PA,East McKeesport,,11
2792,,Mississuaga,False,11
2793,,McDonald,False,11
2794,AZ,Central City,False,11
2795,,Québec,False,11
